'Elapsed time';'ECG1';'ECG2'
'3:05:46.240';-0.485;-0.295
'3:05:46.244';-0.41;-0.295
'3:05:46.248';-0.48;-0.32
'3:05:46.252';-0.585;-0.315
'3:05:46.256';-0.495;-0.31
'3:05:46.260';-0.24;-0.255
'3:05:46.264';-0.04;-0.205
'3:05:46.268';0.21;-0.045
'3:05:46.272';0.615;0.09
'3:05:46.276';1.07;0.19
'3:05:46.280';1.335;0.255
'3:05:46.284';1.225;0.355
'3:05:46.288';0.79;0.205
'3:05:46.292';0.29;-0.255
'3:05:46.296';-0.24;-0.92
'3:05:46.300';-0.725;-1.49
'3:05:46.304';-0.865;-1.935
'3:05:46.308';-0.755;-2.27
'3:05:46.312';-0.655;-2.535
'3:05:46.316';-0.615;-2.635
'3:05:46.320';-0.505;-2.525
'3:05:46.324';-0.39;-2.11
'3:05:46.328';-0.35;-1.625
'3:05:46.332';-0.42;-1.175
'3:05:46.336';-0.44;-0.86
'3:05:46.340';-0.365;-0.52
'3:05:46.344';-0.305;-0.4
'3:05:46.348';-0.39;-0.31
'3:05:46.352';-0.455;-0.27
'3:05:46.356';-0.4;-0.23
'3:05:46.360';-0.34;-0.15
'3:05:46.364';-0.405;-0.155
'3:05:46.368';-0.445;-0.18
'3:05:46.372';-0.39;-0.13
'3:05:46.376';-0.32;-0.15
'3:05:46.380';-0.35;-0.14
'3:05:46.384';-0.465;-0.14
'3:05:46.388';-0.39;-0.12
'3:05:46.392';-0.32;-0.09
'3:05:46.396';-0.34;-0.095
'3:05:46.400';-0.44;-0.135
'3:05:46.404';-0.375;-0.115
'3:05:46.408';-0.285;-0.11
'3:05:46.412';-0.31;-0.115
'3:05:46.416';-0.39;-0.07
'3:05:46.420';-0.385;-0.025
'3:05:46.424';-0.275;-0.065
'3:05:46.428';-0.24;-0.07
'3:05:46.432';-0.32;-0.07
'3:05:46.436';-0.34;-0.045
'3:05:46.440';-0.205;-0.005
'3:05:46.444';-0.175;0.01
'3:05:46.448';-0.215;-0.01
'3:05:46.452';-0.26;0.01
'3:05:46.456';-0.15;0.045
'3:05:46.460';-0.075;0.05
'3:05:46.464';-0.13;0.095
'3:05:46.468';-0.145;0.17
'3:05:46.472';-0.025;0.165
'3:05:46.476';0.055;0.23
'3:05:46.480';0.03;0.24
'3:05:46.484';-0.025;0.245
'3:05:46.488';0.085;0.29
'3:05:46.492';0.195;0.335
'3:05:46.496';0.175;0.37
'3:05:46.500';0.12;0.38
'3:05:46.504';0.215;0.425
'3:05:46.508';0.285;0.44
'3:05:46.512';0.295;0.49
'3:05:46.516';0.195;0.49
'3:05:46.520';0.23;0.515
'3:05:46.524';0.3;0.54
'3:05:46.528';0.295;0.555
'3:05:46.532';0.24;0.545
'3:05:46.536';0.205;0.565
'3:05:46.540';0.285;0.56
'3:05:46.544';0.23;0.53
'3:05:46.548';0.065;0.495
'3:05:46.552';0.015;0.5
'3:05:46.556';0.07;0.5
'3:05:46.560';0.055;0.505
'3:05:46.564';-0.06;0.4
'3:05:46.568';-0.14;0.39
'3:05:46.572';-0.095;0.36
'3:05:46.576';-0.065;0.305
'3:05:46.580';-0.195;0.25
'3:05:46.584';-0.255;0.21
'3:05:46.588';-0.23;0.16
'3:05:46.592';-0.19;0.085
'3:05:46.596';-0.295;0.035
'3:05:46.600';-0.355;0.015
'3:05:46.604';-0.29;-0.015
'3:05:46.608';-0.235;-0.07
'3:05:46.612';-0.34;-0.13
'3:05:46.616';-0.41;-0.155
'3:05:46.620';-0.34;-0.155
'3:05:46.624';-0.275;-0.19
'3:05:46.628';-0.345;-0.225
'3:05:46.632';-0.39;-0.24
'3:05:46.636';-0.33;-0.215
'3:05:46.640';-0.265;-0.23
'3:05:46.644';-0.315;-0.265
'3:05:46.648';-0.405;-0.26
'3:05:46.652';-0.33;-0.285
'3:05:46.656';-0.255;-0.255
'3:05:46.660';-0.3;-0.275
'3:05:46.664';-0.385;-0.265
'3:05:46.668';-0.36;-0.26
'3:05:46.672';-0.25;-0.195
'3:05:46.676';-0.26;-0.23
'3:05:46.680';-0.365;-0.235
'3:05:46.684';-0.355;-0.25
'3:05:46.688';-0.27;-0.24
'3:05:46.692';-0.27;-0.235
'3:05:46.696';-0.365;-0.22
'3:05:46.700';-0.37;-0.205
'3:05:46.704';-0.285;-0.185
'3:05:46.708';-0.27;-0.225
'3:05:46.712';-0.365;-0.215
'3:05:46.716';-0.38;-0.235
'3:05:46.720';-0.28;-0.235
'3:05:46.724';-0.3;-0.21
'3:05:46.728';-0.38;-0.26
'3:05:46.732';-0.395;-0.23
'3:05:46.736';-0.29;-0.25
'3:05:46.740';-0.27;-0.275
'3:05:46.744';-0.39;-0.305
'3:05:46.748';-0.42;-0.265
'3:05:46.752';-0.33;-0.25
'3:05:46.756';-0.28;-0.22
'3:05:46.760';-0.36;-0.26
'3:05:46.764';-0.39;-0.255
'3:05:46.768';-0.315;-0.26
'3:05:46.772';-0.255;-0.255
'3:05:46.776';-0.31;-0.285
'3:05:46.780';-0.37;-0.265
'3:05:46.784';-0.33;-0.245
'3:05:46.788';-0.245;-0.245
'3:05:46.792';-0.295;-0.3
'3:05:46.796';-0.37;-0.3
'3:05:46.800';-0.325;-0.295
'3:05:46.804';-0.235;-0.29
'3:05:46.808';-0.305;-0.285
'3:05:46.812';-0.38;-0.3
'3:05:46.816';-0.365;-0.295
'3:05:46.820';-0.295;-0.27
'3:05:46.824';-0.3;-0.27
'3:05:46.828';-0.38;-0.25
'3:05:46.832';-0.36;-0.25
'3:05:46.836';-0.28;-0.27
'3:05:46.840';-0.26;-0.3
'3:05:46.844';-0.33;-0.32
'3:05:46.848';-0.33;-0.305
'3:05:46.852';-0.23;-0.295
'3:05:46.856';-0.18;-0.315
'3:05:46.860';-0.235;-0.3
'3:05:46.864';-0.2;-0.285
'3:05:46.868';-0.09;-0.26
'3:05:46.872';-0.025;-0.215
'3:05:46.876';-0.095;-0.23
'3:05:46.880';-0.125;-0.15
'3:05:46.884';-0.02;-0.14
'3:05:46.888';0.02;-0.075
'3:05:46.892';-0.01;-0.09
'3:05:46.896';-0.11;-0.055
'3:05:46.900';-0.07;-0.055
'3:05:46.904';-0.09;-0.1
'3:05:46.908';-0.2;-0.12
'3:05:46.912';-0.26;-0.16
'3:05:46.916';-0.24;-0.17
'3:05:46.920';-0.16;-0.26
'3:05:46.924';-0.23;-0.335
'3:05:46.928';-0.32;-0.39
'3:05:46.932';-0.31;-0.415
'3:05:46.936';-0.29;-0.385
'3:05:46.940';-0.345;-0.4
'3:05:46.944';-0.485;-0.405
'3:05:46.948';-0.495;-0.38
'3:05:46.952';-0.415;-0.365
'3:05:46.956';-0.4;-0.345
'3:05:46.960';-0.5;-0.385
'3:05:46.964';-0.495;-0.36
'3:05:46.968';-0.385;-0.375
'3:05:46.972';-0.38;-0.385
'3:05:46.976';-0.465;-0.385
'3:05:46.980';-0.52;-0.385
'3:05:46.984';-0.44;-0.35
'3:05:46.988';-0.385;-0.405
'3:05:46.992';-0.49;-0.35
'3:05:46.996';-0.545;-0.375
'3:05:47.000';-0.495;-0.34
'3:05:47.004';-0.375;-0.315
'3:05:47.008';-0.275;-0.325
'3:05:47.012';-0.06;-0.28
'3:05:47.016';0.33;-0.17
'3:05:47.020';0.75;-0.005
'3:05:47.024';1.075;0.075
'3:05:47.028';1.27;0.1
'3:05:47.032';1.225;0.28
'3:05:47.036';0.82;0.26
'3:05:47.040';0.165;-0.17
'3:05:47.044';-0.395;-0.85
'3:05:47.048';-0.695;-1.39
'3:05:47.052';-0.775;-1.76
'3:05:47.056';-0.8;-2.115
'3:05:47.060';-0.77;-2.355
'3:05:47.064';-0.59;-2.485
'3:05:47.068';-0.38;-2.405
'3:05:47.072';-0.32;-2.1
'3:05:47.076';-0.4;-1.695
'3:05:47.080';-0.4;-1.205
'3:05:47.084';-0.315;-0.825
'3:05:47.088';-0.29;-0.575
'3:05:47.092';-0.435;-0.42
'3:05:47.096';-0.47;-0.355
'3:05:47.100';-0.375;-0.31
'3:05:47.104';-0.345;-0.255
'3:05:47.108';-0.395;-0.235
'3:05:47.112';-0.39;-0.19
'3:05:47.116';-0.29;-0.165
'3:05:47.120';-0.28;-0.16
'3:05:47.124';-0.365;-0.195
'3:05:47.128';-0.385;-0.17
'3:05:47.132';-0.31;-0.14
'3:05:47.136';-0.265;-0.155
'3:05:47.140';-0.315;-0.125
'3:05:47.144';-0.41;-0.175
'3:05:47.148';-0.33;-0.12
'3:05:47.152';-0.255;-0.08
'3:05:47.156';-0.305;-0.105
'3:05:47.160';-0.365;-0.105
'3:05:47.164';-0.315;-0.105
'3:05:47.168';-0.2;-0.09
'3:05:47.172';-0.245;-0.11
'3:05:47.176';-0.3;-0.09
'3:05:47.180';-0.265;-0.065
'3:05:47.184';-0.175;-0.035
'3:05:47.188';-0.16;-0.01
'3:05:47.192';-0.225;-0.005
'3:05:47.196';-0.19;0.02
'3:05:47.200';-0.08;0.065
'3:05:47.204';-0.085;0.065
'3:05:47.208';-0.13;0.06
'3:05:47.212';-0.085;0.05
'3:05:47.216';0.02;0.07
'3:05:47.220';0.06;0.145
'3:05:47.224';-0.005;0.14
'3:05:47.228';0;0.165
'3:05:47.232';0.14;0.205
'3:05:47.236';0.18;0.235
'3:05:47.240';0.12;0.275
'3:05:47.244';0.125;0.345
'3:05:47.248';0.275;0.365
'3:05:47.252';0.34;0.385
'3:05:47.256';0.255;0.37
'3:05:47.260';0.26;0.41
'3:05:47.264';0.325;0.39
'3:05:47.268';0.38;0.465
'3:05:47.272';0.265;0.465
'3:05:47.276';0.27;0.48
'3:05:47.280';0.36;0.495
'3:05:47.284';0.35;0.485
'3:05:47.288';0.265;0.5
'3:05:47.292';0.14;0.49
'3:05:47.296';0.175;0.51
'3:05:47.300';0.185;0.52
'3:05:47.304';0.095;0.49
'3:05:47.308';-0.04;0.42
'3:05:47.312';-0.02;0.39
'3:05:47.316';0.005;0.39
'3:05:47.320';-0.065;0.355
'3:05:47.324';-0.16;0.275
'3:05:47.328';-0.16;0.21
'3:05:47.332';-0.115;0.155
'3:05:47.336';-0.135;0.115
'3:05:47.340';-0.255;0.07
'3:05:47.344';-0.27;0.065
'3:05:47.348';-0.195;0.005
'3:05:47.352';-0.2;-0.02
'3:05:47.356';-0.355;-0.065
'3:05:47.360';-0.365;-0.105
'3:05:47.364';-0.29;-0.135
'3:05:47.368';-0.265;-0.13
'3:05:47.372';-0.315;-0.14
'3:05:47.376';-0.36;-0.16
'3:05:47.380';-0.25;-0.14
'3:05:47.384';-0.205;-0.165
'3:05:47.388';-0.275;-0.195
'3:05:47.392';-0.29;-0.21
'3:05:47.396';-0.21;-0.205
'3:05:47.400';-0.16;-0.2
'3:05:47.404';-0.2;-0.2
'3:05:47.408';-0.295;-0.2
'3:05:47.412';-0.255;-0.175
'3:05:47.416';-0.205;-0.155
'3:05:47.420';-0.245;-0.18
'3:05:47.424';-0.315;-0.145
'3:05:47.428';-0.29;-0.155
'3:05:47.432';-0.24;-0.125
'3:05:47.436';-0.265;-0.17
'3:05:47.440';-0.375;-0.19
'3:05:47.444';-0.355;-0.215
'3:05:47.448';-0.215;-0.17
'3:05:47.452';-0.21;-0.175
'3:05:47.456';-0.33;-0.195
'3:05:47.460';-0.315;-0.2
'3:05:47.464';-0.245;-0.185
'3:05:47.468';-0.21;-0.205
'3:05:47.472';-0.29;-0.22
'3:05:47.476';-0.31;-0.22
'3:05:47.480';-0.215;-0.185
'3:05:47.484';-0.19;-0.155
'3:05:47.488';-0.295;-0.185
'3:05:47.492';-0.315;-0.195
'3:05:47.496';-0.29;-0.175
'3:05:47.500';-0.25;-0.18
'3:05:47.504';-0.32;-0.2
'3:05:47.508';-0.365;-0.2
'3:05:47.512';-0.3;-0.195
'3:05:47.516';-0.21;-0.21
'3:05:47.520';-0.305;-0.19
'3:05:47.524';-0.33;-0.19
'3:05:47.528';-0.31;-0.2
'3:05:47.532';-0.23;-0.24
'3:05:47.536';-0.29;-0.245
'3:05:47.540';-0.335;-0.25
'3:05:47.544';-0.325;-0.245
'3:05:47.548';-0.215;-0.275
'3:05:47.552';-0.275;-0.275
'3:05:47.556';-0.36;-0.27
'3:05:47.560';-0.365;-0.26
'3:05:47.564';-0.305;-0.23
'3:05:47.568';-0.32;-0.225
'3:05:47.572';-0.39;-0.23
'3:05:47.576';-0.36;-0.225
'3:05:47.580';-0.275;-0.235
'3:05:47.584';-0.26;-0.265
'3:05:47.588';-0.365;-0.255
'3:05:47.592';-0.34;-0.26
'3:05:47.596';-0.215;-0.235
'3:05:47.600';-0.2;-0.265
'3:05:47.604';-0.295;-0.24
'3:05:47.608';-0.305;-0.26
'3:05:47.612';-0.175;-0.265
'3:05:47.616';-0.125;-0.265
'3:05:47.620';-0.185;-0.245
'3:05:47.624';-0.175;-0.275
'3:05:47.628';-0.11;-0.21
'3:05:47.632';-0.06;-0.235
'3:05:47.636';-0.115;-0.225
'3:05:47.640';-0.155;-0.195
'3:05:47.644';-0.02;-0.15
'3:05:47.648';0.07;-0.1
'3:05:47.652';-0.02;-0.09
'3:05:47.656';-0.14;-0.055
'3:05:47.660';-0.125;-0.08
'3:05:47.664';-0.115;-0.105
'3:05:47.668';-0.215;-0.19
'3:05:47.672';-0.28;-0.215
'3:05:47.676';-0.245;-0.27
'3:05:47.680';-0.19;-0.31
'3:05:47.684';-0.255;-0.34
'3:05:47.688';-0.345;-0.34
'3:05:47.692';-0.335;-0.31
'3:05:47.696';-0.235;-0.28
'3:05:47.700';-0.29;-0.28
'3:05:47.704';-0.42;-0.26
'3:05:47.708';-0.43;-0.315
'3:05:47.712';-0.365;-0.335
'3:05:47.716';-0.415;-0.33
'3:05:47.720';-0.48;-0.345
'3:05:47.724';-0.475;-0.385
'3:05:47.728';-0.355;-0.345
'3:05:47.732';-0.38;-0.36
'3:05:47.736';-0.515;-0.385
'3:05:47.740';-0.555;-0.39
'3:05:47.744';-0.42;-0.395
'3:05:47.748';-0.385;-0.345
'3:05:47.752';-0.48;-0.415
'3:05:47.756';-0.55;-0.395
'3:05:47.760';-0.45;-0.385
'3:05:47.764';-0.35;-0.375
'3:05:47.768';-0.24;-0.36
'3:05:47.772';0.025;-0.28
'3:05:47.776';0.465;-0.11
'3:05:47.780';0.93;0.035
'3:05:47.784';1.235;0.085
'3:05:47.788';1.375;0.14
'3:05:47.792';1.195;0.355
'3:05:47.796';0.715;0.395
'3:05:47.800';0.045;-0.015
'3:05:47.804';-0.48;-0.715
'3:05:47.808';-0.745;-1.2
'3:05:47.812';-0.76;-1.57
'3:05:47.816';-0.765;-1.845
'3:05:47.820';-0.78;-2.115
'3:05:47.824';-0.63;-2.245
'3:05:47.828';-0.42;-2.22
'3:05:47.832';-0.36;-2.015
'3:05:47.836';-0.44;-1.655
'3:05:47.840';-0.465;-1.28
'3:05:47.844';-0.385;-0.935
'3:05:47.848';-0.375;-0.685
'3:05:47.852';-0.455;-0.47
'3:05:47.856';-0.5;-0.385
'3:05:47.860';-0.39;-0.335
'3:05:47.864';-0.37;-0.29
'3:05:47.868';-0.425;-0.26
'3:05:47.872';-0.455;-0.26
'3:05:47.876';-0.38;-0.235
'3:05:47.880';-0.33;-0.22
'3:05:47.884';-0.4;-0.19
'3:05:47.888';-0.465;-0.185
'3:05:47.892';-0.41;-0.185
'3:05:47.896';-0.34;-0.195
'3:05:47.900';-0.375;-0.19
'3:05:47.904';-0.435;-0.225
'3:05:47.908';-0.375;-0.2
'3:05:47.912';-0.315;-0.165
'3:05:47.916';-0.385;-0.155
'3:05:47.920';-0.42;-0.16
'3:05:47.924';-0.37;-0.14
'3:05:47.928';-0.295;-0.135
'3:05:47.932';-0.31;-0.155
'3:05:47.936';-0.43;-0.175
'3:05:47.940';-0.37;-0.125
'3:05:47.944';-0.25;-0.125
'3:05:47.948';-0.28;-0.145
'3:05:47.952';-0.34;-0.13
'3:05:47.956';-0.3;-0.09
'3:05:47.960';-0.205;-0.055
'3:05:47.964';-0.18;-0.02
'3:05:47.968';-0.25;-0.01
'3:05:47.972';-0.24;0.06
'3:05:47.976';-0.105;0.065
'3:05:47.980';-0.06;0.04
'3:05:47.984';-0.11;0.06
'3:05:47.988';-0.11;0.115
'3:05:47.992';0.01;0.135
'3:05:47.996';0.05;0.18
'3:05:48.000';0.02;0.24
'3:05:48.004';0.005;0.3
'3:05:48.008';0.105;0.29
'3:05:48.012';0.195;0.315
'3:05:48.016';0.135;0.34
'3:05:48.020';0.09;0.37
'3:05:48.024';0.145;0.405
'3:05:48.028';0.22;0.44
'3:05:48.032';0.15;0.46
'3:05:48.036';0.085;0.43
'3:05:48.040';0.13;0.465
'3:05:48.044';0.16;0.455
'3:05:48.048';0.08;0.475
'3:05:48.052';-0.005;0.445
'3:05:48.056';0.045;0.46
'3:05:48.060';0.025;0.46
'3:05:48.064';-0.065;0.44
'3:05:48.068';-0.175;0.375
'3:05:48.072';-0.16;0.355
'3:05:48.076';-0.12;0.325
'3:05:48.080';-0.195;0.27
'3:05:48.084';-0.315;0.195
'3:05:48.088';-0.27;0.195
'3:05:48.092';-0.23;0.135
'3:05:48.096';-0.275;0.065
'3:05:48.100';-0.36;0
'3:05:48.104';-0.355;-0.02
'3:05:48.108';-0.285;-0.03
'3:05:48.112';-0.3;-0.07
'3:05:48.116';-0.41;-0.1
'3:05:48.120';-0.43;-0.125
'3:05:48.124';-0.335;-0.125
'3:05:48.128';-0.34;-0.195
'3:05:48.132';-0.44;-0.185
'3:05:48.136';-0.45;-0.185
'3:05:48.140';-0.39;-0.195
'3:05:48.144';-0.36;-0.2
'3:05:48.148';-0.42;-0.21
'3:05:48.152';-0.445;-0.19
'3:05:48.156';-0.365;-0.175
'3:05:48.160';-0.315;-0.195
'3:05:48.164';-0.41;-0.22
'3:05:48.168';-0.44;-0.225
'3:05:48.172';-0.36;-0.22
'3:05:48.176';-0.32;-0.21
'3:05:48.180';-0.37;-0.225
'3:05:48.184';-0.395;-0.145
'3:05:48.188';-0.335;-0.16
'3:05:48.192';-0.305;-0.19
'3:05:48.196';-0.355;-0.2
'3:05:48.200';-0.405;-0.21
'3:05:48.204';-0.345;-0.165
'3:05:48.208';-0.26;-0.165
'3:05:48.212';-0.33;-0.21
'3:05:48.216';-0.405;-0.19
'3:05:48.220';-0.335;-0.165
'3:05:48.224';-0.265;-0.175
'3:05:48.228';-0.31;-0.18
'3:05:48.232';-0.42;-0.19
'3:05:48.236';-0.36;-0.14
'3:05:48.240';-0.29;-0.125
'3:05:48.244';-0.345;-0.185
'3:05:48.248';-0.425;-0.185
'3:05:48.252';-0.39;-0.17
'3:05:48.256';-0.295;-0.14
'3:05:48.260';-0.32;-0.175
'3:05:48.264';-0.425;-0.21
'3:05:48.268';-0.395;-0.21
'3:05:48.272';-0.325;-0.205
'3:05:48.276';-0.33;-0.24
'3:05:48.280';-0.415;-0.27
'3:05:48.284';-0.39;-0.225
'3:05:48.288';-0.28;-0.24
'3:05:48.292';-0.285;-0.21
'3:05:48.296';-0.375;-0.215
'3:05:48.300';-0.39;-0.22
'3:05:48.304';-0.315;-0.195
'3:05:48.308';-0.29;-0.195
'3:05:48.312';-0.4;-0.21
'3:05:48.316';-0.425;-0.235
'3:05:48.320';-0.335;-0.205
'3:05:48.324';-0.315;-0.205
'3:05:48.328';-0.41;-0.235
'3:05:48.332';-0.43;-0.26
'3:05:48.336';-0.345;-0.235
'3:05:48.340';-0.33;-0.235
'3:05:48.344';-0.38;-0.23
'3:05:48.348';-0.38;-0.225
'3:05:48.352';-0.265;-0.2
'3:05:48.356';-0.16;-0.215
'3:05:48.360';-0.22;-0.225
'3:05:48.364';-0.22;-0.24
'3:05:48.368';-0.13;-0.215
'3:05:48.372';-0.065;-0.2
'3:05:48.376';-0.1;-0.16
'3:05:48.380';-0.13;-0.145
'3:05:48.384';-0.035;-0.1
'3:05:48.388';0.02;-0.04
'3:05:48.392';-0.04;-0.015
'3:05:48.396';-0.12;0.015
'3:05:48.400';-0.11;0.075
'3:05:48.404';-0.095;0.035
'3:05:48.408';-0.17;-0.015
'3:05:48.412';-0.285;-0.055
'3:05:48.416';-0.275;-0.095
'3:05:48.420';-0.225;-0.12
'3:05:48.424';-0.275;-0.21
'3:05:48.428';-0.39;-0.285
'3:05:48.432';-0.43;-0.29
'3:05:48.436';-0.385;-0.235
'3:05:48.440';-0.425;-0.255
'3:05:48.444';-0.545;-0.31
'3:05:48.448';-0.52;-0.315
'3:05:48.452';-0.455;-0.3
'3:05:48.456';-0.47;-0.28
'3:05:48.460';-0.55;-0.33
'3:05:48.464';-0.53;-0.33
'3:05:48.468';-0.46;-0.325
'3:05:48.472';-0.46;-0.32
'3:05:48.476';-0.54;-0.345
'3:05:48.480';-0.525;-0.35
'3:05:48.484';-0.445;-0.315
'3:05:48.488';-0.395;-0.3
'3:05:48.492';-0.52;-0.32
'3:05:48.496';-0.565;-0.32
'3:05:48.500';-0.52;-0.295
'3:05:48.504';-0.42;-0.305
'3:05:48.508';-0.345;-0.285
'3:05:48.512';-0.13;-0.235
'3:05:48.516';0.27;-0.075
'3:05:48.520';0.72;0.055
'3:05:48.524';1.015;0.125
'3:05:48.528';1.235;0.19
'3:05:48.532';1.225;0.355
'3:05:48.536';0.835;0.215
'3:05:48.540';0.135;-0.375
'3:05:48.544';-0.455;-1.145
'3:05:48.548';-0.725;-1.67
'3:05:48.552';-0.825;-2.14
'3:05:48.556';-0.83;-2.495
'3:05:48.560';-0.77;-2.7
'3:05:48.564';-0.56;-2.675
'3:05:48.568';-0.415;-2.49
'3:05:48.572';-0.445;-2.04
'3:05:48.576';-0.535;-1.485
'3:05:48.580';-0.5;-1.015
'3:05:48.584';-0.39;-0.69
'3:05:48.588';-0.445;-0.47
'3:05:48.592';-0.515;-0.365
'3:05:48.596';-0.465;-0.275
'3:05:48.600';-0.39;-0.22
'3:05:48.604';-0.435;-0.23
'3:05:48.608';-0.515;-0.19
'3:05:48.612';-0.46;-0.165
'3:05:48.616';-0.395;-0.135
'3:05:48.620';-0.425;-0.145
'3:05:48.624';-0.52;-0.125
'3:05:48.628';-0.475;-0.105
'3:05:48.632';-0.385;-0.12
'3:05:48.636';-0.42;-0.155
'3:05:48.640';-0.515;-0.165
'3:05:48.644';-0.48;-0.12
'3:05:48.648';-0.4;-0.11
'3:05:48.652';-0.405;-0.13
'3:05:48.656';-0.475;-0.11
'3:05:48.660';-0.44;-0.06
'3:05:48.664';-0.35;-0.08
'3:05:48.668';-0.315;0.005
'3:05:48.672';-0.435;-0.02
'3:05:48.676';-0.43;-0.01
'3:05:48.680';-0.32;-0.005
'3:05:48.684';-0.29;-0.01
'3:05:48.688';-0.33;-0.01
'3:05:48.692';-0.345;0.01
'3:05:48.696';-0.235;0.05
'3:05:48.700';-0.225;0.07
'3:05:48.704';-0.25;0.095
'3:05:48.708';-0.285;0.14
'3:05:48.712';-0.15;0.195
'3:05:48.716';-0.065;0.24
'3:05:48.720';-0.11;0.24
'3:05:48.724';-0.13;0.25
'3:05:48.728';-0.01;0.25
'3:05:48.732';0.05;0.295
'3:05:48.736';0.055;0.365
'3:05:48.740';-0.03;0.405
'3:05:48.744';0.085;0.44
'3:05:48.748';0.14;0.5
'3:05:48.752';0.125;0.515
'3:05:48.756';0.1;0.525
'3:05:48.760';0.165;0.575
'3:05:48.764';0.28;0.61
'3:05:48.768';0.22;0.555
'3:05:48.772';0.14;0.595
'3:05:48.776';0.155;0.645
'3:05:48.780';0.215;0.68
'3:05:48.784';0.155;0.65
'3:05:48.788';0.025;0.635
'3:05:48.792';0.03;0.64
'3:05:48.796';0.075;0.655
'3:05:48.800';0.015;0.63
'3:05:48.804';-0.14;0.61
'3:05:48.808';-0.16;0.595
'3:05:48.812';-0.1;0.505
'3:05:48.816';-0.165;0.44
'3:05:48.820';-0.29;0.36
'3:05:48.824';-0.32;0.325
'3:05:48.828';-0.25;0.28
'3:05:48.832';-0.265;0.23
'3:05:48.836';-0.375;0.2
'3:05:48.840';-0.39;0.15
'3:05:48.844';-0.345;0.05
'3:05:48.848';-0.32;0.015
'3:05:48.852';-0.415;-0.005
'3:05:48.856';-0.45;-0.03
'3:05:48.860';-0.39;-0.09
'3:05:48.864';-0.36;-0.08
'3:05:48.868';-0.42;-0.115
'3:05:48.872';-0.465;-0.15
'3:05:48.876';-0.37;-0.165
'3:05:48.880';-0.305;-0.155
'3:05:48.884';-0.38;-0.175
'3:05:48.888';-0.46;-0.18
'3:05:48.892';-0.385;-0.155
'3:05:48.896';-0.32;-0.155
'3:05:48.900';-0.385;-0.155
'3:05:48.904';-0.44;-0.155
'3:05:48.908';-0.38;-0.13
'3:05:48.912';-0.295;-0.125
'3:05:48.916';-0.36;-0.155
'3:05:48.920';-0.45;-0.17
'3:05:48.924';-0.395;-0.155
'3:05:48.928';-0.315;-0.14
'3:05:48.932';-0.37;-0.155
'3:05:48.936';-0.46;-0.16
'3:05:48.940';-0.47;-0.145
'3:05:48.944';-0.365;-0.08
'3:05:48.948';-0.36;-0.115
'3:05:48.952';-0.465;-0.16
'3:05:48.956';-0.455;-0.145
'3:05:48.960';-0.34;-0.145
'3:05:48.964';-0.38;-0.15
'3:05:48.968';-0.485;-0.19
'3:05:48.972';-0.47;-0.16
'3:05:48.976';-0.36;-0.205
'3:05:48.980';-0.38;-0.225
'3:05:48.984';-0.5;-0.2
'3:05:48.988';-0.45;-0.225
'3:05:48.992';-0.34;-0.19
'3:05:48.996';-0.385;-0.23
'3:05:49.000';-0.49;-0.215
'3:05:49.004';-0.475;-0.22
'3:05:49.008';-0.39;-0.205
'3:05:49.012';-0.385;-0.235
'3:05:49.016';-0.495;-0.175
'3:05:49.020';-0.495;-0.19
'3:05:49.024';-0.385;-0.205
'3:05:49.028';-0.405;-0.205
'3:05:49.032';-0.49;-0.225
'3:05:49.036';-0.51;-0.235
'3:05:49.040';-0.44;-0.225
'3:05:49.044';-0.39;-0.22
'3:05:49.048';-0.515;-0.25
'3:05:49.052';-0.545;-0.21
'3:05:49.056';-0.445;-0.19
'3:05:49.060';-0.4;-0.22
'3:05:49.064';-0.495;-0.225
'3:05:49.068';-0.515;-0.225
'3:05:49.072';-0.44;-0.23
'3:05:49.076';-0.405;-0.225
'3:05:49.080';-0.425;-0.22
'3:05:49.084';-0.46;-0.22
'3:05:49.088';-0.375;-0.195
'3:05:49.092';-0.305;-0.18
'3:05:49.096';-0.34;-0.195
'3:05:49.100';-0.35;-0.205
'3:05:49.104';-0.2;-0.195
'3:05:49.108';-0.13;-0.185
'3:05:49.112';-0.175;-0.16
'3:05:49.116';-0.21;-0.135
'3:05:49.120';-0.105;-0.075
'3:05:49.124';-0.045;-0.04
'3:05:49.128';-0.08;-0.04
'3:05:49.132';-0.15;-0.01
'3:05:49.136';-0.13;0.04
'3:05:49.140';-0.1;0.045
'3:05:49.144';-0.22;0.02
'3:05:49.148';-0.345;-0.035
'3:05:49.152';-0.305;-0.02
'3:05:49.156';-0.23;-0.04
'3:05:49.160';-0.295;-0.15
'3:05:49.164';-0.37;-0.25
'3:05:49.168';-0.345;-0.275
'3:05:49.172';-0.3;-0.255
'3:05:49.176';-0.41;-0.27
'3:05:49.180';-0.53;-0.265
'3:05:49.184';-0.51;-0.27
'3:05:49.188';-0.405;-0.28
'3:05:49.192';-0.47;-0.25
'3:05:49.196';-0.565;-0.25
'3:05:49.200';-0.545;-0.215
'3:05:49.204';-0.495;-0.225
'3:05:49.208';-0.48;-0.245
'3:05:49.212';-0.58;-0.245
'3:05:49.216';-0.55;-0.25
'3:05:49.220';-0.475;-0.245
'3:05:49.224';-0.49;-0.22
'3:05:49.228';-0.57;-0.26
'3:05:49.232';-0.56;-0.25
'3:05:49.236';-0.52;-0.245
'3:05:49.240';-0.53;-0.245
