'Time';'ECG1';'ECG2'
'[20:00:09.720]';0.035;-0.285
'[20:00:09.724]';-0.025;-0.31
'[20:00:09.728]';-0.04;-0.33
'[20:00:09.732]';-0.035;-0.32
'[20:00:09.736]';-0.02;-0.315
'[20:00:09.740]';-0.04;-0.315
'[20:00:09.744]';-0.05;-0.31
'[20:00:09.748]';-0.09;-0.34
'[20:00:09.752]';-0.06;-0.355
'[20:00:09.756]';-0.115;-0.37
'[20:00:09.760]';-0.09;-0.385
'[20:00:09.764]';-0.09;-0.39
'[20:00:09.768]';-0.09;-0.41
'[20:00:09.772]';-0.135;-0.41
'[20:00:09.776]';-0.14;-0.405
'[20:00:09.780]';-0.15;-0.41
'[20:00:09.784]';-0.15;-0.42
'[20:00:09.788]';-0.175;-0.39
'[20:00:09.792]';-0.22;-0.38
'[20:00:09.796]';-0.205;-0.365
'[20:00:09.800]';-0.215;-0.345
'[20:00:09.804]';-0.22;-0.325
'[20:00:09.808]';-0.18;-0.31
'[20:00:09.812]';-0.23;-0.29
'[20:00:09.816]';-0.23;-0.285
'[20:00:09.820]';-0.255;-0.29
'[20:00:09.824]';-0.245;-0.31
'[20:00:09.828]';-0.25;-0.31
'[20:00:09.832]';-0.235;-0.315
'[20:00:09.836]';-0.24;-0.315
'[20:00:09.840]';-0.225;-0.345
'[20:00:09.844]';-0.215;-0.375
'[20:00:09.848]';-0.21;-0.345
'[20:00:09.852]';-0.18;-0.36
'[20:00:09.856]';-0.155;-0.36
'[20:00:09.860]';-0.17;-0.36
'[20:00:09.864]';-0.165;-0.33
'[20:00:09.868]';-0.15;-0.335
'[20:00:09.872]';-0.15;-0.305
'[20:00:09.876]';-0.14;-0.3
'[20:00:09.880]';-0.17;-0.31
'[20:00:09.884]';-0.12;-0.3
'[20:00:09.888]';-0.16;-0.325
'[20:00:09.892]';-0.11;-0.3
'[20:00:09.896]';-0.095;-0.305
'[20:00:09.900]';-0.14;-0.315
'[20:00:09.904]';-0.12;-0.325
'[20:00:09.908]';-0.115;-0.325
'[20:00:09.912]';-0.125;-0.335
'[20:00:09.916]';-0.13;-0.315
'[20:00:09.920]';-0.13;-0.3
'[20:00:09.924]';-0.105;-0.27
'[20:00:09.928]';-0.12;-0.275
'[20:00:09.932]';-0.09;-0.255
'[20:00:09.936]';-0.1;-0.28
'[20:00:09.940]';-0.105;-0.25
'[20:00:09.944]';-0.115;-0.265
'[20:00:09.948]';-0.105;-0.27
'[20:00:09.952]';-0.13;-0.26
'[20:00:09.956]';-0.13;-0.27
'[20:00:09.960]';-0.145;-0.29
'[20:00:09.964]';-0.105;-0.3
'[20:00:09.968]';-0.14;-0.32
'[20:00:09.972]';-0.13;-0.29
'[20:00:09.976]';-0.125;-0.285
'[20:00:09.980]';-0.13;-0.295
'[20:00:09.984]';-0.125;-0.3
'[20:00:09.988]';-0.115;-0.3
'[20:00:09.992]';-0.1;-0.29
'[20:00:09.996]';-0.11;-0.32
'[20:00:10.000]';-0.095;-0.32
'[20:00:10.004]';-0.145;-0.305
'[20:00:10.008]';-0.115;-0.29
'[20:00:10.012]';-0.11;-0.295
'[20:00:10.016]';-0.105;-0.31
'[20:00:10.020]';-0.11;-0.305
'[20:00:10.024]';-0.105;-0.325
'[20:00:10.028]';-0.075;-0.285
'[20:00:10.032]';-0.06;-0.34
'[20:00:10.036]';-0.095;-0.315
'[20:00:10.040]';-0.09;-0.32
'[20:00:10.044]';-0.08;-0.33
'[20:00:10.048]';-0.09;-0.32
'[20:00:10.052]';-0.11;-0.325
'[20:00:10.056]';-0.08;-0.355
'[20:00:10.060]';-0.105;-0.325
'[20:00:10.064]';-0.07;-0.315
'[20:00:10.068]';-0.09;-0.275
'[20:00:10.072]';-0.125;-0.27
'[20:00:10.076]';-0.115;-0.28
'[20:00:10.080]';-0.105;-0.295
'[20:00:10.084]';-0.09;-0.32
'[20:00:10.088]';-0.1;-0.325
'[20:00:10.092]';-0.065;-0.32
'[20:00:10.096]';-0.05;-0.315
'[20:00:10.100]';-0.11;-0.33
'[20:00:10.104]';-0.09;-0.315
'[20:00:10.108]';-0.08;-0.34
'[20:00:10.112]';-0.09;-0.35
'[20:00:10.116]';-0.085;-0.315
'[20:00:10.120]';-0.1;-0.325
'[20:00:10.124]';-0.09;-0.29
'[20:00:10.128]';-0.105;-0.28
'[20:00:10.132]';-0.1;-0.28
'[20:00:10.136]';-0.1;-0.275
'[20:00:10.140]';-0.1;-0.25
'[20:00:10.144]';-0.06;-0.27
'[20:00:10.148]';-0.07;-0.3
'[20:00:10.152]';-0.07;-0.27
'[20:00:10.156]';-0.065;-0.28
'[20:00:10.160]';-0.05;-0.265
'[20:00:10.164]';-0.02;-0.26
'[20:00:10.168]';-0.055;-0.21
'[20:00:10.172]';-0.03;-0.215
'[20:00:10.176]';-0.035;-0.235
'[20:00:10.180]';-0.045;-0.235
'[20:00:10.184]';-0.095;-0.21
'[20:00:10.188]';-0.12;-0.19
'[20:00:10.192]';-0.07;-0.185
'[20:00:10.196]';-0.07;-0.2
'[20:00:10.200]';-0.075;-0.205
'[20:00:10.204]';-0.075;-0.165
'[20:00:10.208]';-0.055;-0.16
'[20:00:10.212]';-0.07;-0.195
'[20:00:10.216]';-0.05;-0.23
'[20:00:10.220]';-0.055;-0.285
'[20:00:10.224]';-0.035;-0.29
'[20:00:10.228]';-0.06;-0.33
'[20:00:10.232]';-0.07;-0.32
'[20:00:10.236]';-0.08;-0.32
'[20:00:10.240]';-0.08;-0.365
'[20:00:10.244]';-0.065;-0.345
'[20:00:10.248]';-0.09;-0.36
'[20:00:10.252]';-0.1;-0.375
'[20:00:10.256]';-0.11;-0.345
'[20:00:10.260]';-0.115;-0.34
'[20:00:10.264]';-0.145;-0.335
'[20:00:10.268]';-0.105;-0.32
'[20:00:10.272]';-0.125;-0.34
'[20:00:10.276]';-0.1;-0.33
'[20:00:10.280]';-0.11;-0.375
'[20:00:10.284]';-0.09;-0.425
'[20:00:10.288]';-0.105;-0.45
'[20:00:10.292]';-0.12;-0.345
'[20:00:10.296]';-0.085;-0.02
'[20:00:10.300]';-0.105;0.45
'[20:00:10.304]';-0.105;0.99
'[20:00:10.308]';-0.135;1.445
'[20:00:10.312]';-0.19;1.575
'[20:00:10.316]';-0.325;1.37
'[20:00:10.320]';-0.475;0.84
'[20:00:10.324]';-0.64;0.26
'[20:00:10.328]';-0.77;-0.305
'[20:00:10.332]';-0.925;-0.79
'[20:00:10.336]';-0.995;-1.125
'[20:00:10.340]';-0.975;-1.17
'[20:00:10.344]';-0.785;-1.07
'[20:00:10.348]';-0.395;-0.89
'[20:00:10.352]';0.05;-0.71
'[20:00:10.356]';0.255;-0.565
'[20:00:10.360]';0.265;-0.45
'[20:00:10.364]';0.17;-0.37
'[20:00:10.368]';0.025;-0.32
'[20:00:10.372]';-0.055;-0.26
'[20:00:10.376]';-0.07;-0.28
'[20:00:10.380]';-0.08;-0.28
'[20:00:10.384]';-0.105;-0.245
'[20:00:10.388]';-0.065;-0.23
'[20:00:10.392]';-0.04;-0.205
'[20:00:10.396]';-0.055;-0.225
'[20:00:10.400]';-0.065;-0.235
'[20:00:10.404]';-0.055;-0.215
'[20:00:10.408]';-0.015;-0.22
'[20:00:10.412]';-0.03;-0.24
'[20:00:10.416]';-0.01;-0.23
'[20:00:10.420]';0;-0.25
'[20:00:10.424]';-0.015;-0.24
'[20:00:10.428]';0.005;-0.225
'[20:00:10.432]';-0.01;-0.23
'[20:00:10.436]';-0.02;-0.23
'[20:00:10.440]';0.005;-0.235
'[20:00:10.444]';0.025;-0.24
'[20:00:10.448]';0.01;-0.2
'[20:00:10.452]';-0.005;-0.195
'[20:00:10.456]';0.015;-0.17
'[20:00:10.460]';0.025;-0.2
'[20:00:10.464]';0.005;-0.19
'[20:00:10.468]';-0.04;-0.195
'[20:00:10.472]';0;-0.2
'[20:00:10.476]';0;-0.205
'[20:00:10.480]';0.03;-0.215
'[20:00:10.484]';0.03;-0.22
'[20:00:10.488]';0.035;-0.23
'[20:00:10.492]';0.025;-0.2
'[20:00:10.496]';0.015;-0.2
'[20:00:10.500]';0.01;-0.185
'[20:00:10.504]';0.025;-0.2
'[20:00:10.508]';-0.015;-0.2
'[20:00:10.512]';0;-0.18
'[20:00:10.516]';0;-0.18
'[20:00:10.520]';0.005;-0.17
'[20:00:10.524]';0.03;-0.19
'[20:00:10.528]';-0.01;-0.185
'[20:00:10.532]';0.01;-0.195
'[20:00:10.536]';-0.015;-0.21
'[20:00:10.540]';0.02;-0.2
'[20:00:10.544]';-0.03;-0.21
'[20:00:10.548]';0.01;-0.225
'[20:00:10.552]';-0.01;-0.245
'[20:00:10.556]';-0.015;-0.275
'[20:00:10.560]';-0.05;-0.3
'[20:00:10.564]';-0.055;-0.305
'[20:00:10.568]';-0.08;-0.305
'[20:00:10.572]';-0.105;-0.335
'[20:00:10.576]';-0.07;-0.355
'[20:00:10.580]';-0.115;-0.335
'[20:00:10.584]';-0.12;-0.335
'[20:00:10.588]';-0.15;-0.315
'[20:00:10.592]';-0.135;-0.36
'[20:00:10.596]';-0.15;-0.345
'[20:00:10.600]';-0.15;-0.355
'[20:00:10.604]';-0.15;-0.36
'[20:00:10.608]';-0.2;-0.355
'[20:00:10.612]';-0.2;-0.38
'[20:00:10.616]';-0.2;-0.345
'[20:00:10.620]';-0.22;-0.355
'[20:00:10.624]';-0.21;-0.335
'[20:00:10.628]';-0.21;-0.325
'[20:00:10.632]';-0.24;-0.3
'[20:00:10.636]';-0.245;-0.29
'[20:00:10.640]';-0.26;-0.27
'[20:00:10.644]';-0.3;-0.275
'[20:00:10.648]';-0.26;-0.3
'[20:00:10.652]';-0.245;-0.285
'[20:00:10.656]';-0.225;-0.285
'[20:00:10.660]';-0.22;-0.27
'[20:00:10.664]';-0.23;-0.29
'[20:00:10.668]';-0.205;-0.315
'[20:00:10.672]';-0.19;-0.31
'[20:00:10.676]';-0.2;-0.32
'[20:00:10.680]';-0.185;-0.34
'[20:00:10.684]';-0.17;-0.325
'[20:00:10.688]';-0.17;-0.335
'[20:00:10.692]';-0.185;-0.31
'[20:00:10.696]';-0.16;-0.32
'[20:00:10.700]';-0.145;-0.32
'[20:00:10.704]';-0.13;-0.305
'[20:00:10.708]';-0.145;-0.325
'[20:00:10.712]';-0.095;-0.315
'[20:00:10.716]';-0.115;-0.29
'[20:00:10.720]';-0.11;-0.265
'[20:00:10.724]';-0.095;-0.275
'[20:00:10.728]';-0.1;-0.285
'[20:00:10.732]';-0.1;-0.275
'[20:00:10.736]';-0.09;-0.26
'[20:00:10.740]';-0.07;-0.28
'[20:00:10.744]';-0.09;-0.27
'[20:00:10.748]';-0.06;-0.285
'[20:00:10.752]';-0.07;-0.3
'[20:00:10.756]';-0.08;-0.295
'[20:00:10.760]';-0.045;-0.29
'[20:00:10.764]';-0.08;-0.27
'[20:00:10.768]';-0.07;-0.28
'[20:00:10.772]';-0.08;-0.25
'[20:00:10.776]';-0.08;-0.24
'[20:00:10.780]';-0.08;-0.275
'[20:00:10.784]';-0.04;-0.27
'[20:00:10.788]';-0.065;-0.305
'[20:00:10.792]';-0.1;-0.305
'[20:00:10.796]';-0.095;-0.28
'[20:00:10.800]';-0.075;-0.29
'[20:00:10.804]';-0.05;-0.305
'[20:00:10.808]';-0.105;-0.33
'[20:00:10.812]';-0.06;-0.34
'[20:00:10.816]';-0.085;-0.315
'[20:00:10.820]';-0.065;-0.32
'[20:00:10.824]';-0.105;-0.33
'[20:00:10.828]';-0.06;-0.37
'[20:00:10.832]';-0.09;-0.37
'[20:00:10.836]';-0.07;-0.36
'[20:00:10.840]';-0.06;-0.35
'[20:00:10.844]';-0.08;-0.33
'[20:00:10.848]';-0.08;-0.32
'[20:00:10.852]';-0.075;-0.32
'[20:00:10.856]';-0.05;-0.35
'[20:00:10.860]';-0.085;-0.335
'[20:00:10.864]';-0.06;-0.36
'[20:00:10.868]';-0.08;-0.345
'[20:00:10.872]';-0.06;-0.36
'[20:00:10.876]';-0.06;-0.34
'[20:00:10.880]';-0.07;-0.37
'[20:00:10.884]';-0.055;-0.375
'[20:00:10.888]';-0.04;-0.355
'[20:00:10.892]';-0.065;-0.375
'[20:00:10.896]';-0.04;-0.37
'[20:00:10.900]';-0.045;-0.335
'[20:00:10.904]';-0.06;-0.33
'[20:00:10.908]';-0.065;-0.345
'[20:00:10.912]';-0.05;-0.34
'[20:00:10.916]';-0.04;-0.34
'[20:00:10.920]';-0.03;-0.37
'[20:00:10.924]';-0.02;-0.345
'[20:00:10.928]';-0.045;-0.325
'[20:00:10.932]';-0.04;-0.355
'[20:00:10.936]';-0.03;-0.365
'[20:00:10.940]';-0.04;-0.375
'[20:00:10.944]';-0.025;-0.37
'[20:00:10.948]';-0.01;-0.365
'[20:00:10.952]';-0.015;-0.375
'[20:00:10.956]';0;-0.37
'[20:00:10.960]';-0.03;-0.355
'[20:00:10.964]';-0.035;-0.33
'[20:00:10.968]';-0.035;-0.31
'[20:00:10.972]';-0.055;-0.33
'[20:00:10.976]';-0.03;-0.32
'[20:00:10.980]';0;-0.33
'[20:00:10.984]';0;-0.335
'[20:00:10.988]';0.005;-0.325
'[20:00:10.992]';0.01;-0.285
'[20:00:10.996]';0.035;-0.275
'[20:00:11.000]';0.03;-0.265
'[20:00:11.004]';0.02;-0.28
'[20:00:11.008]';0.025;-0.28
'[20:00:11.012]';0.02;-0.26
'[20:00:11.016]';0.01;-0.265
'[20:00:11.020]';0.01;-0.3
'[20:00:11.024]';0;-0.255
'[20:00:11.028]';0.01;-0.265
'[20:00:11.032]';0.015;-0.22
'[20:00:11.036]';0.035;-0.24
'[20:00:11.040]';0.04;-0.25
'[20:00:11.044]';0.015;-0.31
'[20:00:11.048]';0.015;-0.34
'[20:00:11.052]';0;-0.375
'[20:00:11.056]';0;-0.415
'[20:00:11.060]';0.02;-0.4
'[20:00:11.064]';0.03;-0.405
'[20:00:11.068]';0.055;-0.42
'[20:00:11.072]';0.055;-0.42
'[20:00:11.076]';0.045;-0.4
'[20:00:11.080]';0.04;-0.39
'[20:00:11.084]';0.02;-0.395
'[20:00:11.088]';0.02;-0.405
'[20:00:11.092]';0.015;-0.365
'[20:00:11.096]';-0.005;-0.365
'[20:00:11.100]';0.03;-0.345
'[20:00:11.104]';0.02;-0.36
'[20:00:11.108]';0.055;-0.385
'[20:00:11.112]';0.03;-0.405
'[20:00:11.116]';0.03;-0.465
'[20:00:11.120]';0.035;-0.325
'[20:00:11.124]';0.035;0.035
'[20:00:11.128]';0.055;0.55
'[20:00:11.132]';0.065;1.095
'[20:00:11.136]';0.035;1.47
'[20:00:11.140]';-0.04;1.565
'[20:00:11.144]';-0.2;1.265
'[20:00:11.148]';-0.315;0.665
'[20:00:11.152]';-0.44;0.03
'[20:00:11.156]';-0.6;-0.54
'[20:00:11.160]';-0.725;-0.965
'[20:00:11.164]';-0.78;-1.18
'[20:00:11.168]';-0.765;-1.17
'[20:00:11.172]';-0.58;-1.01
'[20:00:11.176]';-0.125;-0.84
'[20:00:11.180]';0.27;-0.66
'[20:00:11.184]';0.4;-0.475
'[20:00:11.188]';0.36;-0.375
'[20:00:11.192]';0.225;-0.355
'[20:00:11.196]';0.14;-0.345
'[20:00:11.200]';0.075;-0.32
'[20:00:11.204]';0.06;-0.31
'[20:00:11.208]';0.09;-0.28
'[20:00:11.212]';0.12;-0.28
'[20:00:11.216]';0.14;-0.27
'[20:00:11.220]';0.15;-0.26
'[20:00:11.224]';0.15;-0.25
'[20:00:11.228]';0.16;-0.24
'[20:00:11.232]';0.15;-0.215
'[20:00:11.236]';0.155;-0.24
'[20:00:11.240]';0.13;-0.22
'[20:00:11.244]';0.155;-0.235
'[20:00:11.248]';0.15;-0.235
'[20:00:11.252]';0.165;-0.21
'[20:00:11.256]';0.205;-0.23
'[20:00:11.260]';0.18;-0.245
'[20:00:11.264]';0.16;-0.24
'[20:00:11.268]';0.185;-0.22
'[20:00:11.272]';0.175;-0.255
'[20:00:11.276]';0.195;-0.24
'[20:00:11.280]';0.2;-0.225
'[20:00:11.284]';0.215;-0.2
'[20:00:11.288]';0.17;-0.185
'[20:00:11.292]';0.18;-0.195
'[20:00:11.296]';0.17;-0.18
'[20:00:11.300]';0.23;-0.21
'[20:00:11.304]';0.19;-0.165
'[20:00:11.308]';0.22;-0.16
'[20:00:11.312]';0.23;-0.16
'[20:00:11.316]';0.215;-0.18
'[20:00:11.320]';0.24;-0.19
'[20:00:11.324]';0.245;-0.17
'[20:00:11.328]';0.22;-0.18
'[20:00:11.332]';0.235;-0.2
'[20:00:11.336]';0.255;-0.2
'[20:00:11.340]';0.235;-0.205
'[20:00:11.344]';0.22;-0.17
'[20:00:11.348]';0.2;-0.175
'[20:00:11.352]';0.195;-0.175
'[20:00:11.356]';0.22;-0.195
'[20:00:11.360]';0.225;-0.16
'[20:00:11.364]';0.235;-0.16
'[20:00:11.368]';0.23;-0.175
'[20:00:11.372]';0.26;-0.155
'[20:00:11.376]';0.245;-0.21
'[20:00:11.380]';0.255;-0.22
'[20:00:11.384]';0.235;-0.22
'[20:00:11.388]';0.215;-0.23
'[20:00:11.392]';0.185;-0.255
'[20:00:11.396]';0.2;-0.275
'[20:00:11.400]';0.2;-0.3
'[20:00:11.404]';0.19;-0.33
'[20:00:11.408]';0.15;-0.315
'[20:00:11.412]';0.115;-0.295
'[20:00:11.416]';0.12;-0.34
'[20:00:11.420]';0.105;-0.345
'[20:00:11.424]';0.13;-0.335
'[20:00:11.428]';0.105;-0.36
'[20:00:11.432]';0.075;-0.355
'[20:00:11.436]';0.075;-0.32
'[20:00:11.440]';0.075;-0.31
'[20:00:11.444]';0.075;-0.31
'[20:00:11.448]';0.08;-0.31
'[20:00:11.452]';0.045;-0.28
'[20:00:11.456]';0.09;-0.295
'[20:00:11.460]';0.065;-0.29
'[20:00:11.464]';0.05;-0.285
'[20:00:11.468]';0.04;-0.27
'[20:00:11.472]';0.04;-0.285
'[20:00:11.476]';0.03;-0.275
'[20:00:11.480]';0.05;-0.28
'[20:00:11.484]';0.02;-0.27
'[20:00:11.488]';0.045;-0.26
'[20:00:11.492]';0.05;-0.27
'[20:00:11.496]';0.05;-0.295
'[20:00:11.500]';0.085;-0.32
'[20:00:11.504]';0.08;-0.32
'[20:00:11.508]';0.11;-0.305
'[20:00:11.512]';0.11;-0.3
'[20:00:11.516]';0.11;-0.345
'[20:00:11.520]';0.12;-0.315
'[20:00:11.524]';0.14;-0.315
'[20:00:11.528]';0.145;-0.33
'[20:00:11.532]';0.13;-0.35
'[20:00:11.536]';0.135;-0.33
'[20:00:11.540]';0.14;-0.315
'[20:00:11.544]';0.15;-0.32
'[20:00:11.548]';0.135;-0.285
'[20:00:11.552]';0.13;-0.28
'[20:00:11.556]';0.13;-0.28
'[20:00:11.560]';0.16;-0.28
'[20:00:11.564]';0.125;-0.275
'[20:00:11.568]';0.13;-0.26
'[20:00:11.572]';0.16;-0.295
'[20:00:11.576]';0.155;-0.27
'[20:00:11.580]';0.165;-0.275
'[20:00:11.584]';0.13;-0.28
'[20:00:11.588]';0.145;-0.285
'[20:00:11.592]';0.155;-0.28
'[20:00:11.596]';0.11;-0.3
'[20:00:11.600]';0.13;-0.295
'[20:00:11.604]';0.125;-0.3
'[20:00:11.608]';0.11;-0.32
'[20:00:11.612]';0.115;-0.31
'[20:00:11.616]';0.095;-0.27
'[20:00:11.620]';0.095;-0.3
'[20:00:11.624]';0.125;-0.32
'[20:00:11.628]';0.12;-0.33
'[20:00:11.632]';0.11;-0.335
'[20:00:11.636]';0.11;-0.335
'[20:00:11.640]';0.13;-0.345
'[20:00:11.644]';0.125;-0.37
'[20:00:11.648]';0.115;-0.385
'[20:00:11.652]';0.155;-0.375
'[20:00:11.656]';0.17;-0.37
'[20:00:11.660]';0.175;-0.355
'[20:00:11.664]';0.125;-0.375
'[20:00:11.668]';0.135;-0.365
'[20:00:11.672]';0.105;-0.36
'[20:00:11.676]';0.12;-0.35
'[20:00:11.680]';0.125;-0.335
'[20:00:11.684]';0.125;-0.38
'[20:00:11.688]';0.115;-0.385
'[20:00:11.692]';0.135;-0.365
'[20:00:11.696]';0.11;-0.36
'[20:00:11.700]';0.095;-0.35
'[20:00:11.704]';0.105;-0.345
'[20:00:11.708]';0.16;-0.38
'[20:00:11.712]';0.15;-0.385
'[20:00:11.716]';0.165;-0.36
'[20:00:11.720]';0.14;-0.38
'[20:00:11.724]';0.135;-0.385
'[20:00:11.728]';0.16;-0.405
'[20:00:11.732]';0.15;-0.375
'[20:00:11.736]';0.13;-0.395
'[20:00:11.740]';0.125;-0.375
'[20:00:11.744]';0.145;-0.38
'[20:00:11.748]';0.145;-0.35
'[20:00:11.752]';0.17;-0.36
'[20:00:11.756]';0.135;-0.365
'[20:00:11.760]';0.175;-0.365
'[20:00:11.764]';0.16;-0.37
'[20:00:11.768]';0.135;-0.385
'[20:00:11.772]';0.16;-0.4
'[20:00:11.776]';0.175;-0.395
'[20:00:11.780]';0.15;-0.405
'[20:00:11.784]';0.15;-0.415
'[20:00:11.788]';0.155;-0.405
'[20:00:11.792]';0.145;-0.4
'[20:00:11.796]';0.145;-0.385
'[20:00:11.800]';0.17;-0.345
'[20:00:11.804]';0.175;-0.345
'[20:00:11.808]';0.195;-0.335
'[20:00:11.812]';0.14;-0.335
'[20:00:11.816]';0.17;-0.35
'[20:00:11.820]';0.16;-0.36
'[20:00:11.824]';0.18;-0.35
'[20:00:11.828]';0.205;-0.335
'[20:00:11.832]';0.225;-0.315
'[20:00:11.836]';0.205;-0.315
'[20:00:11.840]';0.195;-0.305
'[20:00:11.844]';0.185;-0.305
'[20:00:11.848]';0.195;-0.32
'[20:00:11.852]';0.18;-0.31
'[20:00:11.856]';0.175;-0.295
'[20:00:11.860]';0.16;-0.3
'[20:00:11.864]';0.175;-0.255
'[20:00:11.868]';0.195;-0.27
'[20:00:11.872]';0.195;-0.275
'[20:00:11.876]';0.225;-0.29
'[20:00:11.880]';0.185;-0.295
'[20:00:11.884]';0.175;-0.32
'[20:00:11.888]';0.185;-0.365
'[20:00:11.892]';0.175;-0.38
'[20:00:11.896]';0.18;-0.4
'[20:00:11.900]';0.195;-0.45
'[20:00:11.904]';0.185;-0.45
'[20:00:11.908]';0.21;-0.445
'[20:00:11.912]';0.2;-0.445
'[20:00:11.916]';0.205;-0.44
'[20:00:11.920]';0.19;-0.455
'[20:00:11.924]';0.17;-0.43
'[20:00:11.928]';0.185;-0.415
'[20:00:11.932]';0.185;-0.43
'[20:00:11.936]';0.2;-0.44
'[20:00:11.940]';0.2;-0.445
'[20:00:11.944]';0.18;-0.425
'[20:00:11.948]';0.17;-0.43
'[20:00:11.952]';0.215;-0.48
'[20:00:11.956]';0.21;-0.405
'[20:00:11.960]';0.185;-0.14
'[20:00:11.964]';0.22;0.33
'[20:00:11.968]';0.195;0.905
'[20:00:11.972]';0.205;1.345
'[20:00:11.976]';0.155;1.505
'[20:00:11.980]';0.045;1.29
'[20:00:11.984]';-0.105;0.73
'[20:00:11.988]';-0.25;0.13
'[20:00:11.992]';-0.405;-0.5
'[20:00:11.996]';-0.565;-1.005
'[20:00:12.000]';-0.675;-1.24
'[20:00:12.004]';-0.665;-1.24
'[20:00:12.008]';-0.5;-1.115
'[20:00:12.012]';-0.075;-0.94
'[20:00:12.016]';0.33;-0.71
'[20:00:12.020]';0.52;-0.54
'[20:00:12.024]';0.5;-0.46
'[20:00:12.028]';0.39;-0.44
'[20:00:12.032]';0.305;-0.41
'[20:00:12.036]';0.25;-0.395
'[20:00:12.040]';0.22;-0.37
'[20:00:12.044]';0.195;-0.34
'[20:00:12.048]';0.25;-0.36
'[20:00:12.052]';0.29;-0.355
'[20:00:12.056]';0.295;-0.355
'[20:00:12.060]';0.275;-0.32
'[20:00:12.064]';0.285;-0.345
'[20:00:12.068]';0.295;-0.31
'[20:00:12.072]';0.3;-0.295
'[20:00:12.076]';0.275;-0.285
'[20:00:12.080]';0.28;-0.305
'[20:00:12.084]';0.295;-0.285
'[20:00:12.088]';0.31;-0.295
'[20:00:12.092]';0.315;-0.3
'[20:00:12.096]';0.33;-0.3
'[20:00:12.100]';0.35;-0.3
'[20:00:12.104]';0.355;-0.295
'[20:00:12.108]';0.355;-0.33
'[20:00:12.112]';0.335;-0.29
'[20:00:12.116]';0.32;-0.275
'[20:00:12.120]';0.355;-0.27
'[20:00:12.124]';0.31;-0.285
'[20:00:12.128]';0.335;-0.315
'[20:00:12.132]';0.35;-0.255
'[20:00:12.136]';0.37;-0.26
'[20:00:12.140]';0.37;-0.24
'[20:00:12.144]';0.345;-0.24
'[20:00:12.148]';0.345;-0.25
'[20:00:12.152]';0.38;-0.22
'[20:00:12.156]';0.38;-0.25
'[20:00:12.160]';0.39;-0.22
'[20:00:12.164]';0.37;-0.25
'[20:00:12.168]';0.365;-0.25
'[20:00:12.172]';0.385;-0.245
'[20:00:12.176]';0.41;-0.225
'[20:00:12.180]';0.405;-0.215
'[20:00:12.184]';0.41;-0.235
'[20:00:12.188]';0.405;-0.255
'[20:00:12.192]';0.375;-0.23
'[20:00:12.196]';0.35;-0.235
'[20:00:12.200]';0.37;-0.235
'[20:00:12.204]';0.38;-0.235
'[20:00:12.208]';0.37;-0.26
'[20:00:12.212]';0.355;-0.26
'[20:00:12.216]';0.345;-0.255
'[20:00:12.220]';0.38;-0.275
'[20:00:12.224]';0.365;-0.305
'[20:00:12.228]';0.335;-0.31
'[20:00:12.232]';0.33;-0.34
'[20:00:12.236]';0.345;-0.355
'[20:00:12.240]';0.335;-0.355
'[20:00:12.244]';0.325;-0.37
'[20:00:12.248]';0.31;-0.385
'[20:00:12.252]';0.28;-0.41
'[20:00:12.256]';0.265;-0.425
'[20:00:12.260]';0.275;-0.43
'[20:00:12.264]';0.25;-0.4
'[20:00:12.268]';0.235;-0.42
'[20:00:12.272]';0.225;-0.39
'[20:00:12.276]';0.23;-0.385
'[20:00:12.280]';0.19;-0.375
'[20:00:12.284]';0.215;-0.37
'[20:00:12.288]';0.185;-0.37
'[20:00:12.292]';0.19;-0.36
'[20:00:12.296]';0.195;-0.385
'[20:00:12.300]';0.21;-0.35
'[20:00:12.304]';0.175;-0.325
'[20:00:12.308]';0.185;-0.33
'[20:00:12.312]';0.2;-0.345
'[20:00:12.316]';0.165;-0.36
'[20:00:12.320]';0.165;-0.345
'[20:00:12.324]';0.15;-0.35
'[20:00:12.328]';0.17;-0.34
'[20:00:12.332]';0.185;-0.335
'[20:00:12.336]';0.19;-0.325
'[20:00:12.340]';0.165;-0.34
'[20:00:12.344]';0.195;-0.345
'[20:00:12.348]';0.22;-0.365
'[20:00:12.352]';0.245;-0.375
'[20:00:12.356]';0.225;-0.34
'[20:00:12.360]';0.275;-0.35
'[20:00:12.364]';0.28;-0.39
'[20:00:12.368]';0.26;-0.355
'[20:00:12.372]';0.255;-0.345
'[20:00:12.376]';0.29;-0.335
'[20:00:12.380]';0.265;-0.345
'[20:00:12.384]';0.255;-0.34
'[20:00:12.388]';0.28;-0.32
'[20:00:12.392]';0.255;-0.315
'[20:00:12.396]';0.265;-0.31
'[20:00:12.400]';0.28;-0.31
'[20:00:12.404]';0.275;-0.305
'[20:00:12.408]';0.28;-0.3
'[20:00:12.412]';0.275;-0.3
'[20:00:12.416]';0.275;-0.29
'[20:00:12.420]';0.285;-0.285
'[20:00:12.424]';0.305;-0.315
'[20:00:12.428]';0.295;-0.3
'[20:00:12.432]';0.31;-0.33
'[20:00:12.436]';0.28;-0.315
'[20:00:12.440]';0.265;-0.3
'[20:00:12.444]';0.275;-0.285
'[20:00:12.448]';0.27;-0.305
'[20:00:12.452]';0.29;-0.32
'[20:00:12.456]';0.255;-0.325
'[20:00:12.460]';0.245;-0.3
